category,text
관람객,연기는 좋은데 스토리가 부실하다. 특히 경찰들 폭탄물처리반 멋있게 등장하고 결국 말로 회유만 하고 있을 때 긴장감도 없고 증말 답답...
관람객,
관람객,제네시스와 조우진이다
관람객,배우의 연기 점수는 10점. 스토리는 6점. 중반 이후의 스토리가 아쉽네요.
관람객,내가 밤에 영화보면서 안졸면 훌륭한 영화... 어젠 한번도 안졸고 끝까지봄. 킬러의보디가드2 보면서 내내 졸았던것에 비하면.
관람객,조우진이 찍는 영화는 또 보러가야겠다는!
관람객,뻔하고 정신없는데 정신없이 빨려든 영화배우분들 다 연기 정말 잘하시는 거 같아요
관람객,부산 너무 멋지네요  연기도 멋있었어요
관람객,조우진 배우님의 첫 주연작 축하드립니다.새로운 소재인 것 같아서 재밌었고 완전 심장이 쫄깃해지는 영화였습니다.지창욱 배우님도 한편으로 이해할 수 있었습니다.감동적인 내용도 섞여있으니 정말 눈물 뚝 흘릴 뻔 함..
관람객,기본에 충실한 영화. 그래 한국영화 이만큼만하자. 내용은 조금 뻔해도 배우들의 연기. 영화음악. 그리고 편집. 보는내내 집중이 되는 한국영화였다.
관람객,우와 스릴러있어서 보면서도 다리가 쥐날정도는 아니였고 다리가 떨려서 무서워갔고 오줌지릴뻔했어요 우왕 무시워라 그런데 한편더 보고싶은...정도 ㅋㅋㅋ재미있었어요 개봉하는날에봐서 더 스릴넘쳐용
관람객,
관람객,진짜 너무 재밌음.. 리메이크작인데 훨씬 재밌는듯
관람객,기대없이 봤다가 질질 짜고 나옴
관람객,
관람객,간결해서 좋음. 지루하지않음
관람객,혼영으로 봤는데 재미났어요~음향효과가 한몫했구요 진짜 조우진씨와딸로 나온 이재인씨 케미가 너무 좋았어요...저는 중간중간 뭉클했다는...부산 투어한듯^^
관람객,끝까지 후회없이 잘 보았습니다조우진님과 지창욱님 연기 찐 짱입니다.
관람객,감상평 보다보면 뻔하다 하지만 절대 뻔하지 않음.새로운 접근 방식의 범죄물 감상퍙 때문에 제네시스 ppl처럼 느껴질 수도 있음.감상평에 맡기며 영화를 보기보단 영화 편견 없이 보면 재밌습니다.전 다 괜찮았음 연기력 ...
관람객,이재인씨 사랑합니다. 조우진님 연기 진짜 잘 하세요
관람객,"초반부에 잠  안오고  본건 첨인듯,전개가  지루하지않아 좋았던거같고,조우진배우님 역시 연기 잘하시고,목소리 넘 좋아요^^제가 좋아하는 지창욱 배우님도 나와서좋아여~  전 만족해요^^"
관람객,영화 중반까지의 극전개는 가히 최고다 억지로 시나리오의 기승전결을 이끌어내려는 한국영화의 한계만 벗어버린다면 아쉬움이 덜할듯
관람객,조우진과 지창욱의 연기가 돋보였던 작품입니다
관람객,진짜 너무 재밌고 배우들 연기 진짜 짱임
관람객,gv80광고그와중에 조우진 하드캐리 보는내내 연기에 감탄했음
관람객,초반부터 긴장감있는 연출로 끝까지 지루하지않게 봤음!! 그리고 확실히 차 광고스럽긴 했던 영화였숨 차 좋으니까 잘 달리더구먼
관람객,조우진 연기가 좋아요!!!
관람객,"오랜만에 잼난 영화,  시간이 금방 가네요. 제네시스 멋지고"
관람객,
관람객,제네시스 에어백 성능 좋네요 ㅋ
관람객,
관람객,
관람객,
관람객,조우진의 재발견그리고 제네시스 광고 ㅎㅎ연기는 좋으나 가족애로 포장은 실패를…결말속에 과정을 넣을려고 하니 이야기가 부족하네요.
관람객,"일단 조우진 연기는 좋았습니다. 제한될 장소에서 단지 표정연기로 극을 이끌었으니까요. 하지만 연출은 매우 안타깝습니다.예상가능한 전개, 이야기 중반부터 확 떨어지는 긴장감, 마지막 결말에서는 문제해결에 대한 고민이 ..."
관람객,몰입감과 조우진의 지리는 연기보는네네 감탄 하였습니당 :)
관람객,영화 중반까지는 볼 만한데 뒤로 갈 수록 뻔한 스토리에요. 영화 자체는 별로지만 배우들이 연기를 잘해서 보는 내내 몰입감이 장난 아니에요.
관람객,조우진이 아니면 못할 연기♡역시 믿고 보는 배우~ 그 연기에 너무 짠한 마음이같이 느껴졌어요~ ^^ 올만에 본 영화라 기분 좋고~좋은 작품 봐서 좋고^^
관람객,조우진배우연기에.목숨걸고최선을다하는모습
관람객,지창욱이랑 닮았다고 생각했믄데 진짜 지창욱이었네 ㅋㅋㅋ 어쨌든그냥 흔하디 흔한 폭발물(?) 영화임 ㅋㅋ비슷한 영화인 퀵이 더 스릴있움음
관람객,연기는 대박 좋았고 음악도 잘 어울렸습니다. 연기는 진짜 모든 배우들 다 잘하신듯. 근데 스토리는 좀 아쉽네요.
관람객,제네시스 광고하려고 만든영화같아사 거부감이 들지만 조우진에 연기력과 절묘한 음악삽입으로 묘한 긴장감과 감동요소로 재미는 있습니다.스토리 부족과 너무 노골적인 광고 요소만 빼면킬링타임으로 볼만한 영화같네요
관람객,너무 뻔한 스토리에 실망 ㅠㅠㅠ 그리고 제네시스 광고가 너무 과한 것 같습니다.. 그래두 조우진의 연기가 살린 것 같습니다
관람객,지루할틈이없음 추격자 이후로 갠적으로는최고다
관람객,조우진이기때문에 가능한연기최고입니다
관람객,남한테 피해끼치고 살아선 안 된다.
관람객,차광고는 이제 그마아안~~~ 보는 내내 차에 포커스 ㅋㅋㅋ
관람객,조우진배우님과 아역배우들 연기가 훌륭했고지창욱배우님이 나오는 장면이 짧아서 아쉬웠음.
관람객,주연진들의 연기가 인상깊습니다
관람객,배우님들의 연기력에 비해 오류가 많은 스토리들이 조금 많이 아쉬웠습니다.너무 뻔한전개와 결말부분도 조금 실망했네요긴장감은 그래도 어느정도있어서 별점 5개 남깁니다
관람객,헐리우드 영화 “스피드”에서 속도감을 줄이고 신파로 채운 부산관광공사 협업 스릴러물이랄까. 전체적으로 나쁘진 않은데 호흡 조절을 너무 못한 듯. 배우 연기 덕분에 볼만은 하다. 조우진이랑 이재인 연기 때문에 울었는데...
관람객,협박을 받은 주인공의 직업이 은행 간부인 것과 주인공 부하 직원의 차를 바로 폭파시킨 것에서 스토리를 바로 예상 할 수 있었다. 중간중간 설정의 구멍들이 많이 보여 전개에 어색함이 있었고 상황 설정에 의문이 많이 들...
관람객,평이 별로라 기대 안하고 봤는데  저는 더 별로 였음 중간에 나왔습니다 개취이니 봐보셔요들
관람객,"우선 영화는 먼저 스토리가 좋아야 합니다.거기에.영상미, 연기력까지 더해지면 몰입해서 볼 수 있는 재미난 영화가 탄생하게 되죠. 이 영화는 소재는 잘 끌어왔습니다. 근데 이게 다 입니다. 좋은 소재로 스토리? 정말 ..."
관람객,정말 시간 가는줄 모르고 빠져들어서 봤어요 ㅋ하정우의 더 테러 라이브랑 비슷한 포맷이긴 한데이건 가족을 중점으로 다룬거라 그런지 감정이입이 되더라고여 ㅋ아 주인공... 죽이고싶더라구여가해자가 불쌍하긴 처음...ㅠㅠ이...
관람객,영화를 만들다 만 느낌 ㅠㅠ
관람객,
관람객,실제로 있었던 금융 사기 사건 모티브를 기반으로 스토리의 중심을 잡았고 거기에 차량 추격 액션을 넣어서 긴장감 있고 몰입감 있게 초중반을 잘 이끌어 갔는데 후반부에 전개가 이상해 지더니 뒷심까지 부족을 보여줘서 아쉬...
관람객,보는 내내 지루했습니다..
관람객,조우진&지창욱 연기가 캐리한 영화. 킬링타임용으로 볼만합니다!!
관람객,괜찮게 봤습니다. 지루하지 않고 조우진님 연기 정말 끝내줍니다. 특히 바다씬.. ..크..압권.
관람객,지창욱도 좋았고 조우진 연기가 쌉 하드캐리함 스토리는 좀 더 개연성이 있었으면 좋았을 것 같음도깨비 때 비서역할이 너무 뇌리에 강하게 남아서 등장할 때까지만 해도 아직 그 이미지였는데영화 진행 될수록 전혀 생각안나고...
관람객,은행원들 현타오는 영화
관람객,제네시스 광고 영상인줄
관람객,조우진 배우님 원탑 괜찮네연기하랴 차 액션 찍으랴진짜 고생 많이 하셨을듯헬기 등장씬 멋있었음ㅋㅋㅋ차량액션도 이정도면 볼만함음악 연출도 굿 덕분에 몰입했음
관람객,원래 영화보고 리뷰는 남긴적이 없는데저는 정말 여운이 많이 남는 영화네요 주인공 배우분의 연기력에 놀랐고 가족에 대해 깊게 생각해보게 됐어요 아마 시간이 지나도 이 영화가 생각이 날꺼 같아요  정말 잘봤습니다..!
관람객,영화내내 지루할 틈없이 잘 봤습니다
관람객,스토리 기대하고 보지마시길ㅠㅠ 대사마저 엄청나게 뻔하고 내용이 허술해요 등장인물 행동 답답 경찰 왜 이렇게 멍청하게 나오지...그래도 나름 스릴있고 배우 연기력은 진심 진짜 좋아요. 그냥 킬링용 타임으로 보기에 괜찮...
관람객,"훌륭한 연기, 훌륭한 소재. 하지만 뻔한 전개"
관람객,조우진 연기는 물론 재미도 있었다다만 결말은 아쉽다!
관람객,조우진배우가 다 한 영화 연기 최고예요
관람객,한국영화의 수준을 깎아드신 영화같음.영화보다가 나오고 싶은 충동을 처음 느낀 영화~
관람객,오랜만에 재밌게 본 영화.
관람객,뻔한 스토리와 클리셰 떨어지는 개연성... 박진감 넘치는 차량씬 연출이나 조우진의 연기로 그나마 커버치는 영화
관람객,재미없음 킬링타임도안돼
관람객,조우진씨연기는 최고이지만 영화스토리는 정말 고구마네요
관람객,조우진때문에 봤는데 실망하진않았습니다100% 띵작인진 모르겠습니다 그래도 볼만합니다
관람객,기대 별로 안했는데 생각보다 재밌었어요! 긴장감도 있었고.. 킬링타임용 영화 찾으시는 분들 보시면 만족하실듯!
관람객,중반부부터 몰입도가 떨어지고 내용전개가 너무 뻔해서 내돈 주고 보긴 돈 아까움 부산+제네시스 광고한편 보고 온기분 담날 부산으로 드라이브 다녀옴
관람객,조금 부족약간의 반전이 있었다면 좋았을듯배우의 연기력으로 넘어감 그래도 보라고 추천함
관람객,
관람객,집에서 보는 킬링타임용 정도네요
관람객,역시 수쌤 심폐소생술 잘하시네요
관람객,부산한번 가보고싶다
관람객,긴박감 넘치는 초반부만
관람객,지금영화관에서 보고있는데 진심개노잼 와진짜ㅋㅋㅋㅋ
관람객,차광고좀적당히하지 신경쓰여서 몰입이안댐
관람객,애다리에서 갑자기 왠 피가 터지는데??? ㅋㅋ
관람객,제네시스 홍보 쁠라스 갑자기 나온 대백과사전
관람객,gv80 광고영화 너무 노골적인듯
관람객,아빠가 잘못했네 ㅎ조우진님 연기에 몰입했네요ㅎ
관람객,기대 많이 했는데 기대한만큼 너무너무 재밌었어요. 알고보니까 원작 영화가 있던데 거의 비슷한듯 !! 차안이라는 한정적인 공간에서 이루어지는 영화임에도 불구하고 지루할틈 없이 스릴 넘치고 너무 재밌었어요 ! 감동적인 ...
관람객,조우진때문에 반개 주려다가 별 한개 준다 진짜 요즘 한국영화 왜 이러냐
관람객,히든카드 지창욱...역시 믿고 보는 지창욱이다.
관람객,너무 스릴있으면서 감동도 놓치지 않는 영화
관람객,조우진의 고군분투. 시원한 부산해운대일대를 샅샅이 다니며 보여줘서 여행가고싶은 대리만족을 느끼기에 충분하며 긴장감과 스케일큰(헬기등장씬) 우리영화를 오랫만에 보게되어 너무너무 좋았네요. 병맛영화 킬러2가 졸리고 음담...
관람객,거너무심한거아니오.. 연출은 개나줬나 gv80밖에 기억에 안남네
관람객,위험 금융상품에 투자했다가 돈날리고 은행직원 탓하는 이야기
관람객,
관람객,
관람객,이런 영화는 금방 tv에서 뭐 특집이니 하면서 금방 공짜상영되니 집에서보세요.돈받고 봐줘야 하는 영화 입니다..
관람객,평점 7점 드립니다 그냥 그런....
관람객,제네시스에 의한 제네시스를 위한 제네시스가 후원한 그런 영화제네시스에 관심있다면 꼭 볼 영화1시간 30분 풀타임 제네시스를 볼수있다
관람객,조우진의고생이보였다...평점은7.8점주고싶다
관람객,뻔한 스토리라고 하는데 영화에 집중되서 그런거 생각이 안나요! 정말 몰입도 최고입니다! 그리고 오늘주터 드림카는 제네시스 G80입니다ㅎㅎ
관람객,연기는 좋았으나.... 너무 질질끌고 지루했어요..
관람객,
관람객,"평점..: 제네시스 광고, 문짝 떨어져도 잘달리는 제네시스"
관람객,비슷한 내용의 영화들이 많아서 보면서도 그 영화들과 비교되는데 퀵이 더 재밌어요. 하지만 연기는 정말 극찬합니다. 제네시스 홍보가 최대의 목적인거 같은데 아주 성공적이었구요.
관람객,조우진 배우님 연기가 다 함.... 최고
관람객,"폭탄을 깔고앉은 주인공의 절박한 심리와 감정을 관객들에게 설득하는데 포기한 연출, 대충 뭉개고 가다 신파로 조지는 결말부까지... 영화가 총체적 난국이다..."
관람객,긴장감 끊김없이  빨려들어가 공감하다 눈물 찡하다 넘 잼나게 봤어요~~
관람객,소재는 신선하나 디테일이 부족루즈하고 진부함
관람객,아역배우들 없었으면 더 좋았을텐데...      중반까지만 재밌음
관람객,"어이없는 영화    재미도 없고, 감동도 없고, 뻔한스토리에, 연기도 어색하고.난생처음 영화표 아깝다는 생각을함.  보다가 잠.절대 비추합니다."
관람객,간만에 감동적이고 짜릿한 영화감상 했네요. 와아 조우진님 연기 장난없네요~!!
관람객,영화관 나가게 하고 싶은 스토리
관람객,배우들의 연기가 돋보이고 몰입감이 조진다
관람객,이 영화를 보는데 너무 재밌으면서 감동적이었어요조우진님이 연기를 너무 잘하신 덕분에 재밌게 봤어요^^
관람객,20년 1월 이후 영화관 ... 킬링타임용은 되겠지 했는데 사실 그것도 아니더라. 너무 억지..억지..
관람객,제네시스 광고 지대루 보여주는 영화였고 후반부에 좀 마음에 걸리는 부분도 있었네요
관람객,아주 재미있게 봤어요. 쓰릴있고  박진감 넘치는 장면도 꽤 있고. 역시 주연배우의 실감나는 표정연기가 영화를 살린 1등공신이구요. 시간이 금방 지나감.
관람객,보는 내내 긴장감이 넘쳤고 조우진의 연기 역시 믿고 볼만한 배우라 생각합니다! 굿!
관람객,"초반 박진감 덕분에 4점 드립니다. 우리나라 영화는 아역 빼면 영화 안만들어진답니까,.,? 신파좀 그만 작작 제발 하나도 안슬픔 제발. 그냥 진짜 여름에 시원하게 액션물로 가지....중간에 졸려서 다들 화장실 가고 ..."
관람객,조우진 배우는 연기는 잘하는데 시나리오 작가가 개연성 없이 작품을 쓴거 같음. 딸이 차에서 안피하고 앞자리로 앉는거 보고 황당했슴. 이게 스토리에 개연성이 있는 내용인가? ㅠㅠ
관람객,"도심 속 추격 스릴러 가족,친구,연인과도 볼만해요~"
관람객,오랜만에 영화봤는데.. 기대안하고 보았는데기대이상 잼있게 봤어요^^~
관람객,너무 좋은배우의 좋은연기 잼잇어요^#
관람객,Gv80이 아니라 스팅어 였으면
관람객,뻔한 상업 영화 인줄 알았는데 시계 한번도 안보고 몰입해서 본 영화
관람객,그냥  먼가 좀 그럼 ..연기들 좀 가족애 좀 오바스러움  표정들도  그냥  억지로 하는 자연스러운 감들이 없음...그리고  답답한  장면들도 있고 ㅋㅋ  그냥 저냥 시간 때우는  정도  연기력들이  오바스러움 억지...
관람객,104분 짜리 GV80 광고 ... 돈내고 광고보러 온줄 ....
관람객,처음부터 영화 끝날때까지 긴장을 놓을수없었다 아무리 재밌게 본 영화도 이렇게 감상평 적은 적이없는데 조우진 배우님의 연기의 몰입감은 정말 대단했다 연기 잘하는건 알았지만 이번 영화에서는 조우진 배우님의 연기력을 모두...
관람객,몰입감 있게 봤어요. 사운드트랙이 너무 좋았던거 같아요
관람객,초반은 괜찮았는데 뒤로 갈수록 현실성이 떨어지고 우리나라 영화속 경찰은 진짜...ㅋㅋ 그냥 제네시스 광고영화 같았어요~아주 살짝 폰부스같은 영화를 기대했는데 아쉽습니다. 조우진님 연기도 나쁘지 않았는데 영화 자체가 ...
관람객,연기가 살린영화 도심의 질주가 더많았다면 아쉬움
관람객,저는 스릴도 있었지만 가족애가 보여서 많이 울었습니다 오랜만에 재밌는 영화봐서 좋았습니다 앞으로도 좋은 작품 부탁드려요 ^ ^
관람객,"이 영화는 !1. 부산 해운대 집값 올리기 위한 영화다 ! / 부산 해운대 지역에서만 거의 90% 이상을 찍었다 !2. 현대 자동차 홍보 영화이다 !영화를 보면, 왜 ? 이런 말을 하는지, 알 것이다 !  나와 동행..."
관람객,몰입도는 조금떨어지나 초반 긴장감과 배우들 연기는 괜찮음
관람객,조우진 배우님 연기에 몰입되서 재밌게봤습니다 최근 봤던 영화중에 최고였어용~~
관람객,너무 쟤미있게 봤어요~~감동도 있었구요~
관람객,조우진의 혼신의 연기가 영화를 이끌어간다. 리듬감있는 편집 기술과 다른 배우들의 연기가 더해져 이만하면 튀지 않게 잘 나온 것 같다.
관람객,끝까지 버티기 힘듦. 음악.배우들은 ..니가 그기서 왜  나와....앉아서 해운대 구경한것으로.
관람객,제네시스 광고 너무 티나는거 아니냐? ㅋㅋ
관람객,코로나때문에 힘든시기에 오랜만에 집중하며 봤어요. 가족애도 좋고 처음부터 끝까지 시간가는줄 모르며봤네요. 재밌게 잘 봤습니다. 문없는 제네시스라도 타보고싶네요ㅋ ㅋ
관람객,고구마 백만개 영화. 사이다 없음. 진짜 보는 내내 답답해 죽을뻔
관람객,조우진 첫주연인건가?축하드립니다^^감정연기 너무 소름입니다앞으로도 좋은활동 부탁드려요~
관람객,조우진 연기 잘하시는거 믿고 보러갔는데 조우진연기는 정말 일품입니다영화도 괜찮아요
관람객,와 이시국에 젤 재밌게 봤어요 ㅠㅠ 첨부터 끝까지 흥미진진하구 감동까지..굿
관람객,그냥 재밌음!! 스토리가 진부하다고 생각할 수 있지만 나는 너무 재밌었음...
관람객,원래 영화보고 리뷰 잘 안 쓰는데 이 영화는 재밌었던 것 같다. 조우진 배우님에 색다른 모습도 볼 수 있었던 것 같고 무엇보다 연기력이 너무 좋았다 영화 장르가 스릴러 였지만 의외로 슬펐던 장면이 더 많았다
관람객,중반부까지의 속도감은 대단했다. 하지만 개인적으로 후반부가 조금은 아쉬운 감이 있다
관람객,정말 재밌게 봤음. 배우들 연기 짱짱. 근데 배경음악이 너무 커서 약간 거슬렸음ㅠ
관람객,조우진 연기가 ㅎㄷㄷ..
관람객,레트리뷰션이란 원작도 망했는데 이건 그것보다도 노잼.
관람객,긴장감 메세지 좋았다 굿굿귯
관람객,연기도 잘하고 몰입도도 좋고 재밌게 잘봤습니당^~^
관람객,조우진의 연기가 가장 빛났던 영화!재밌게 잘봤습니다^^
관람객,"똘똘한 영화다. 서론이 길지않고 바로 본론에 들어가 전개속도가 빨라 몰입감을 높인다. 영화를 보고 난 뒤에는 아쉬울 순 있으나, 빠른 전개와 짧은 런닝타임, 연기력이 잘 맞물리며 관객들에게 딴 생각을 못 하게하는 게..."
관람객,스토리 누가 썼냐..제네시스 광고 떡칠 ㅈ됨이게 말로만 듣던 돈세탁 영화인가 싶음이 댓글은 조만간 사라질거같음 ㅋㅋㅋ평점 조작할려면 ㅎㅎ
관람객,"조우진배우님의 표정과 목소리톤, 미세하게 움직이는 감정이 보이는 눈빛연기 … 정말 영화 보는 내내 조우진 배우님의 연기에 감탄했습니다. 운전석에 앉아서 엄청난 큰 액션이 있는게 아니여도 표정괴 눈짓 눈빛 입술의 잔떨..."
관람객,1시간 반동안 지창욱 목소리 자장가 잘들었고요
관람객,
관람객,연기는 나무랄곳이 없으면 스토리의 개연성이 없다전현적인 킬링타임 코리안무비 & 제네시스 광고
관람객,차 문짝은 다 떼까면서 타이어 펑크 안내냐헬기는 장식이가
관람객,잼있어요 시간잘갑니다~
관람객,
관람객,100분도안되는 러닝타임에 별기대없이봤는데 처음부터 긴박하게 스토리가 흘러가서 94분꽉채워서 지루한거없이 내용도탄탄하고 연출도최고.. 내내 긴장하면서보고 나도모르게 상황에 몰입하다 울게되는영화..약간 제네시스광고같긴...
관람객,요즘 시대에 안맞는 스토리 너무 뻔함배우들의 연기는 좋았음
관람객,"흠,,, 이걸 왜 ㅜ,,, 제네시스 광고에용"
관람객,해운대구 주민으로써 현실고증이 너무 빈약하다부산의 영상미를 담겠다는 의도는좋았으나달맞이 장산신도시 중동 센텀 마린시티 바닷가 광안대교 부산항대교 차가 이동하는 동선은 말이안되게 꼬여있고 의도한건지 실수인지 지명또한 ...
관람객,이거 감독누구임? 떡볶이를 했는데 닭날개좀 넣고 도라지도 좀넣고 고등어도 맛있겠다 하고 넣은느낌..
관람객,gv80이쁘다 돔황쳐 무족권 돔황쳐
관람객,와 저는 계속 울었네요 나름 액션인데^^**조우진배우님 상반신 얼굴 클로즈업 첨부터 끝날때까지 계속 나오는데 와 연기자 진짜 연기자 아 조우진 배우님 번호 아시는분칭찬해드리고 싶은데 번호가 없네요~~~
관람객,조우진연기에 감탄연발
관람객,"전반부 8점, 중반부 10점, 후반부 6점-> 뒤로 갈수록 속도감이 급격하게 떨어짐."
관람객,이영화 처음부터 끝까지 달리는 차안에 사제 폭탄이 압도적 관건 이다 감정이입이 몰입감 가족의 존엄성 소중함을 되새기게 하는 작품이다 조우진 연기가 더욱 돋보인 영화 발신제한 입니다
관람객,
관람객,제네시스 광고 재미없움감상 포인트 없음
관람객,조우진 배우님 연기가 일품입니다!!!
관람객,조우진 연기가 쩐다 차광고 느낌
관람객,"난 겁나 재밌게 봤는디... 존잼,,9"
관람객,오랜만에 극장에서 예매해볼만한 영화였음!
관람객,아니 범인이 목소리가 너무 좋은데
관람객,조우진 연기 좋음하허호히
관람객,난 한국판 스피드를 원했다.
관람객,긴장하고 잘 관람했네요
관람객,주연보다 조연 몸값이 높을듯...확실히 조우진님이 주연이니 조연보다 높게책정 된거죠? 궁금해서요처음엔 빠르고 숨가프게 흐르더니 잠시 호흡을 가다듬고 쉬어가는 부분도 있어서 너무 좋았습니다 조우진님 다음에 또 좋은작품...
관람객,김민기 주연 오토바이 퀵 이란 영화와 스토리는 99% 같음. 1시간 반동안 제네시스 광고 + 부산시 PPR (부산에서 투자 많이 한듯) 그냥 코로나 시국이 볼께 없어서 봤음. 10점 중에 딱 4점 3점 정도의 영화 ...
관람객,조우진 배우님 연기를 잘하셔서 초반부부터 몰입해서 봤네요 ㅎㅎ 엄마랑 기분좋게 잘 보고왔어요 ~!
관람객,재밌었어요 죄짓고살지말자는 교훈!
관람객,재미 하나도없어제네시스 타보고싶다
관람객,제네시스 타고싶게 정말 잘 만든 영화네요성공해야겠어요
관람객,gv80광고인줄...차는 멋있다..사고싶게 만드는영화
관람객,조우진님 거의 운전석에 앉아서만 연기하시던데 한시간반동안 영화를 꽉 채우셨다..ㄷㄷ 명품연기 잘 보고왔습니다>.<
관람객,배우들의 연기가 정말 좋았던 영화! 보는내내 지루함없이 봤다!!!코로나땜에 오랜만에 극장간거였는데 후회없는 선택이었음!!
관람객,더 테러 라이브  차량버전...
관람객,현차 광고..소란스러움
관람객,제네시스 가성비 갑이다
관람객,"긴박한 상황에선 등장인물의 행동이 납득과 공감을 이끌어내야 하는데 그러지 못했고,  완급조절 실패와 결국 고질병인 억지로 안고가는 신파가 발목을 잡았다."
관람객,제네시스에서 그랜져로 차바꿈
관람객,별점 무시하고 그냥 보시면 됩니다- 너무너무 잼납니다. 갠적으로 극한직업보다 더더 잼났음- ^^
관람객,남자경찰 답답한것빼고 잼났어요 지루할틈 없이 빠져듬
관람객,조우진연기력 쩌러영 오홍
관람객,하정우만큼  연기를  잘하지는 않지만 그래도 영화표아깝지않게  연기함 나름연기 잘하는듯 여태 주연못단게신기하네 드라마에서도  주연하는 모습 보고싶음 좀더 시나리오와  오디오가 풍성했다면  영화가더재미있을꺼같음
관람객,조우진 연기 진짜 대박 이렇게 연기 잘하는 배우인줄 모르다가 이번 영화로 조우진 재발견 악역 배우들도 연기 잘하고 제네시스 차 너무 갖고싶단 생각이 영화보면서 계속 들었네요 ㅎㅎ 조우진 배우 다음에도 멋진 모습으로 ...
관람객,잘봤습니다 제네시스 gv80 광고
관람객,기대안하고 보았는데 기대이상의 긴박한 재미^^
관람객,조우진 연기 미쳤읍니다.. 그냥 미쳤음
관람객,
관람객,연출이 너무 어설프고 말도 안돼는 흐름때문에 몰입이 안됨 이건 쓰레기임
관람객,스피드× 더 테러라이브 = 조우진으로 완성됨
관람객,양산도 나왔다!!!!
관람객,확실히 배우들의 연기력은 말이  필요없는거같고 보는내내 지루할 틈이 없었음
관람객,감동도 스릴도 백배 넘치는 영화 실화처럼 느끼게 해주는 영화 .. 관객들이 눈물 흘릴정도 이재인 배우님 연기 정말 너무 잘 봤습니다. 관객수 백만 꼭 찍어요!!!
관람객,조우진 연기가 압도적이였고 지창욱 중간중간 표정연기 최고였음 뻔한 스토리같지만 뻔하진 않은 결말영화시간내내 지루하지 않았음
관람객,딸과  보는 내내 긴장감   가족애   너무 재밌어요   심장 벌렁 음향효과
관람객,연기좋고 시간가는줄 모르고 봤어요
관람객,클리셰의 연속.... 약간 90년대감성으로 가득햇음....  배우들연기는 100점...스토리는 0점
관람객,연출과 배우들의 연기가 뻔한 클리셰를 전부 커버해준 영화
관람객,감동도 있고 배우들 연기는 아주 좋았어요 재미는 있습니다 그런데 스토리가 약간 아쉽네요 스토리에 소스만 좀만더 추가했었으면 완벽했을텐데...
관람객,코로나여서 영화 계속 못보다가 조우진 배우님 나오시길래 보고싶어서 다녀왔는데 역시 믿고 보는 연기였습니다 !
관람객,이게 왜 안 뜨지? ㅠ스피드가 생각남
관람객,스토리 내내 가족이 불쌍... ㅠㅠ
관람객,조우진연기 말곤 그닥...
관람객,우리나라 공권력마저 의심하게 되는 무능한 경찰 연출 진짜 지겹다 지겨워
관람객,돈주고 2시간짜리 제네시스 광고보려면 추천드림
관람객,"그냥 제네시스 광고 영화,,, 서사없음 그냥 조우진 연기항 제네시스 보여줄려고 만든 영화다"
관람객,존잼 춘천드림에 대한부분
관람객,경찰이 답답하지만조우진 연기는 진짜 명품
관람객,시간가는줄 모름! 짱  재미었어요
관람객,전체적으로 긴장감있게 몰입해서 볼 수 있어요. 오랜만에 가족이랑 같이 가서 재밌게 봤어요.
관람객,이걸 왜 봤을까.  현타 옵니다 초등4학년 아들도 너무 유치하다고 말이 안되는게 어거지가 계속 ㅎ
관람객,우선 배경이 부산이라 부산가고싶게만듬ost잘써서 박진감? 상황을 좀더극적이게 끄는부분이  좋았고아역이든 누구든 흐름깨는 배우가없어서 제일좋았음 조우진배우님 연기는 뭐...말해뭐할까싶고 그냥 조우진 님을 위한 영화!!...
관람객,조우진주연 첨봤는데 기대이상으로 연기짱잘하시네요~담에또 우진님영화볼생각드네요ㅎ계속 긴장감 작렬!스토리공감!
관람객,GV80의 도로 위 질주
관람객,G80과 함께하는 부산시티투어그치만 재밌음 볼만함
관람객,
관람객,30분동안은 심장쫄깃~ 그이후로는 평범~ 조우진하고딸연기는 압권!
관람객,진짜 시간가는줄 모르고 본 영화 너무너무 재밌어용 진짜 .... 안보면 바보 ...
관람객,오랜만에 심장 쫄깃하는 스릴러 봤습니다.긴장도는 미션임파서블 저리가라네요강추합니다!
관람객,지루하고 지루하다.
관람객,조우진연기최고!!!~~
관람객,왜 난 퀵 과 스피드가 생각이 나는거지?
관람객,"연기 잘하는 배우들 모아 놓고 수준 이하의 각본과 연출로 다 망쳐 놓은 영화. 개연성이 있어야 몰입이 되던가 하지, 너무 엉성해서 중간 중간 어이없는 웃음만 나왔음. 투자 많이 한 건 알겠는데 평점 알바 좀 그만 씁..."
관람객,조우진님 연기는 좋았으나 영화 보는 내내 스토리가 고구마 100개 먹은 듯이 너무 답답했어요..주인공도 경찰도 다 무슨 바보들도 아니고.. 사이다 하나 없는 답답함... 그리고 첨부터 행복한 느낌이었다가 긴장감 있게...
관람객,쩝...
관람객,아니 포스터에 스포일러가..
관람객,스토리는 진부하지만 조우진 연기가 좋았어요.
관람객,볼만해요 긴장감도 있고교훈 착하게 살자 자업자득
관람객,일단 기본적으로 배우님들은 다 연기를 너무 잘하시고 긴장감 넘치는 음악과 연출 좋았습니다!!
관람객,코로나 터지고 처음본 영화인데 간만에 심장이 쫄깃쫄깃 했어요! 부산사람이라 아는데 나오니까 더 반갑고 재밌네요!
